SBSCR_NBR,SOURCE_PATIENT_ID,EMPI,MBR_LST_NM,MBR_MIDL_INIT,MBR_FST_NM,MBR_GDR_CD,BTH_DT,CONTR_CURR_PLN_NM,CONTR_NBR,CONTR_PBP,CONTR_NBR_PBP,CURR_MBI,DTH_DT,RECORD_START_DT,RECORD_END_DT,MBR_ADR_LOC_ADR1,MBR_ADR_LOC_ADR2,MBR_ADR_LOC_CTY,MBR_ADR_LOC_ST_CD,MBR_ADR_LOC_ZIP_CD,SBSCR_CNTY_NM,MBR_DO_NOT_CNTC_FLG,ASSIGNED_PROVIDER_NPI,ASSIGNED_TIN
966252796,90105-2BT6ER3QZ31T,1022250546,WOOLEDGE,W,SCOTT,female,1946-06-07,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5FE9XV0JT16,2023-11-29 00:00:00.000,01/01/2023,08/31/2023,1929 LEXINGTON RD,,NEW DAVID,NY,14095,,N,3230725409,667564993
966252796,90105-2BT6ER3QZ31T,1022250546,WOOLEDGE,R,ROBERT,female,1946-08-27,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5FE9XV0JT16,2023-11-29 00:00:00.000,09/01/2023,11/30/2023,3160 MAIN TER,,MARKLAND,NY,14077,,N,9846601659,667564993
852860582,66972-0PK9GS3OS72T,1019952015,REDDICK,,CYNTHIA,female,1969-07-20,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9TV7DW1KJ52,,03/01/2023,06/30/2023,1225 BOSTON CT,UNIT 17B,NORTH JENNIFER,NY,11228,,N,6583947195,824292717
722536139,61155-4MH8BQ1JU29T,1022251250,DIMARTINO,F,CHRISTOPHER,female,1977-04-06,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2QR7CU6QP53,,01/01/2023,07/31/2023,7329 BOSTON PL,,LAWRENCESHIRE,NY,11693,,N,8893042648,798226054
457807390,63931-8Z28ZB7OH54T,1024063584,MORALES,R,KATHLEEN,female,1979-12-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8D51TF1KA24,,01/01/2023,12/31/2023,9020 BOSTON WAY,APT 7F,LAKE KATHLEENMOUTH,NY,10016,,N,7012408416,568386547
457807390,63931-8Z28ZB7OH54T,1024063584,MORALES,D,STEVEN,female,1979-08-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8D51TF1KA24,,01/01/2024,12/31/2024,64 MAIN TER,APT 17A,SOUTH CRAIG,NY,10026,,N,7012408416,568386547
457807390,63931-8Z28ZB7OH54T,1024063584,MORALES,S,ERIN,female,1979-10-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8D51TF1KA24,,01/01/2025,12/31/2025,3413 VALLEY AVE,UNIT 7E,SLOANSTAD,NY,10048,,N,7012408416,568386547
457807390,63931-8Z28ZB7OH54T,1024063584,MORALES,W,VICTORIA,female,1979-11-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8D51TF1KA24,,01/01/2026,12/31/2099,6991 ELM CT,UNIT 9E,NATHANFURT,NY,10070,,N,7012408416,568386547
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,MATTHEW,female,1929-12-28,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,01/01/2023,02/28/2023,8864 FULTON WAY,,DUDLEYFORT,NY,13275,,N,6130549963,371001847
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,ANTONIO,female,1929-08-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,01/01/2024,02/29/2024,1721 OAK WAY,,NEW JOHNBURGH,NY,13200,,N,6130549963,371001847
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,ALEXANDER,female,1929-11-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,01/01/2025,12/31/2025,4103 RIDGE LN,,LAKE DAVIDMOUTH,NY,13208,,N,6130549963,371001847
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,ANTHONY,female,1929-07-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,01/01/2026,12/31/2099,4981 HIGHLAND AVE,,PORT ANGELABERG,NY,13296,,N,6130549963,371001847
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,ELIZABETH,female,1929-03-06,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,03/01/2023,04/30/2023,7010 RIDGE BLVD,,JOHNVIEW,NY,13238,,N,6130549963,371001847
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,ANDREW,female,1929-07-17,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,05/01/2023,12/31/2023,3303 AMSTERDAM PL,,ANGELASHIRE,NY,13257,,N,6130549963,371001847
582744722,41726-5BJ5EJ3TG96T,1019950976,KHADKA,,LISA,female,1929-11-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9FX3XN0MD99,,05/01/2024,12/31/2024,1102 PELHAM BLVD,,NICOLEFORT,NY,13206,,N,6130549963,371001847
232705335,54745-6UT4UY3LV87T,1024738348,BEST,,ANTHONY,female,1965-08-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9YE5PC7NM81,,01/01/2025,09/30/2025,9760 AMSTERDAM ST,,MEDINABOROUGH,NY,13255,,N,7150493670,371001847
856254772,46078-3BW5SA8XX60T,1019953041,SAUNDERS,H,MARCUS,female,1956-04-03,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4FY8JE2TG63,2024-02-13 00:00:00.000,01/01/2023,02/28/2023,4315 CEDAR AVE,,SMITHBURGH,NY,14208,,N,5505308181,406304617
865632216,48375-2FS2SY7LW06T,1022251599,MIHAL,H,KATHERINE,male,1954-02-24,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7JN8JC0NF63,2025-07-04 00:00:00.000,01/01/2023,11/30/2023,4626 LEXINGTON ST,APT 2C,NICHOLASTOWN,NY,14262,,N,3131213050,667564993
865632216,48375-2FS2SY7LW06T,1022251599,MIHAL,G,LINDSEY,male,1954-06-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7JN8JC0NF63,2025-07-04 00:00:00.000,01/01/2024,12/31/2024,8581 MAIN AVE,STE 9A,POWERSBURGH,NY,14250,,N,3131213050,667564993
865632216,48375-2FS2SY7LW06T,1022251599,MIHAL,F,BRENDA,male,1954-11-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7JN8JC0NF63,2025-07-04 00:00:00.000,01/01/2025,07/31/2025,7533 RIVER PL,APT 17A,PORT CARLVIEW,NY,14214,,N,3131213050,667564993
865632216,48375-2FS2SY7LW06T,1022251599,MIHAL,C,CHRISTOPHER,male,1954-04-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7JN8JC0NF63,2025-07-04 00:00:00.000,12/01/2023,12/31/2023,3406 CHURCH DR,APT 10A,REYESMOUTH,NY,14201,,N,3131213050,667564993
602942281,21853-2CK9Z90NH96T,1022243662,BENEDICT,D,JAMES,female,1965-08-05,UnitedHealthcare Dual Complete Plan 2 (HMO-POS D-SNP),H6288,015,H9336-490,2GV3T43UA75,,01/01/2023,02/28/2023,6976 MAPLE BLVD,,PORT EMILYSTAD,NY,14039,,N,5174384775,667564993
602942281,21853-2CK9Z90NH96T,1022243662,BENEDICT,P,STEPHANIE,female,1965-11-01,UnitedHealthcare Dual Complete Plan 2 (HMO-POS D-SNP),H6288,015,H9336-490,2GV3T43UA75,,03/01/2023,12/31/2023,8458 ELM DR,,WEST LAURAPORT,NY,14041,,N,5174384775,667564993
873843373,69518-9S18ZT8AN73T,1024065567,YANEZ,A,COREY,male,1952-08-11,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6W38TX4RN62,,01/01/2023,12/31/2023,2292 BROOK RD,APT 18B,SOUTH SARAHFURT,NY,11396,,N,7497763814,153761673
873843373,69518-9S18ZT8AN73T,1024065567,YANEZ,F,KRISTEN,male,1952-08-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6W38TX4RN62,,01/01/2024,12/31/2024,8536 OAK CT,STE 10G,CHRISTOPHERBURY,NY,11344,,N,7497763814,153761673
873843373,69518-9S18ZT8AN73T,1024065567,YANEZ,L,AMBER,male,1952-04-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6W38TX4RN62,,01/01/2025,08/31/2025,3574 MADISON ST,STE 13G,SOUTH TAMMY,NY,11357,,N,7497763814,153761673
873843373,69518-9S18ZT8AN73T,1024065567,YANEZ,N,NATHAN,male,1952-02-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6W38TX4RN62,,01/01/2026,12/31/2099,4645 PELHAM WAY,STE 11E,NORTH JOSEPHTON,NY,11357,,N,7497763814,153761673
873843373,69518-9S18ZT8AN73T,1024065567,YANEZ,J,KRISTIN,male,1952-11-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6W38TX4RN62,,09/01/2025,09/30/2025,3590 LAKE RD,UNIT 17C,VINCENTFURT,NY,11353,,N,7497763814,153761673
873843373,69518-9S18ZT8AN73T,1024065567,YANEZ,H,KAITLYN,male,1952-05-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6W38TX4RN62,,10/01/2025,12/31/2025,7513 PARK DR,UNIT 4A,ANNBURGH,NY,11349,,N,7497763814,153761673
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,J,CASSIDY,male,1959-10-09,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,01/01/2023,12/31/2023,4333 AMSTERDAM DR,,EAST SHANEBERG,NY,14288,,N,2039106369,684633220
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,S,JENNIFER,male,1959-02-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,01/01/2024,03/31/2024,5268 LAKE WAY,,SOUTH TRISTAN,NY,14236,,N,2039106369,684633220
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,D,VANESSA,male,1959-12-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,01/01/2025,12/31/2025,121 PARK RD,,NORTH DAVIDMOUTH,NY,14223,,N,2569949560,684633220
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,E,LAWRENCE,male,1959-07-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,01/01/2026,12/31/2099,897 FULTON AVE,,KEMPHAVEN,NY,14210,,N,2569949560,684633220
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,W,EMILY,male,1959-05-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,04/01/2024,07/31/2024,6100 MAIN DR,,CHANDLERBERG,NY,14289,,N,7696832140,684633220
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,S,LAURA,male,1959-11-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,08/01/2024,10/31/2024,5987 LINCOLN TER,,EAST ANTHONYFORT,NY,14210,,N,2569949560,684633220
676362314,11096-2GW2CI2ZQ42T,1024801763,LEE,C,WILLIAM,male,1959-11-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7KY9RM3CK46,,11/01/2024,12/31/2024,4105 PELHAM DR,,SOUTH LISA,NY,14264,,N,2569949560,684633220
536765777,14109-1B77FN8ER06T,1024065129,LATIMER,,KELLY,male,1955-03-21,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4F05VR9DY40,,01/01/2023,12/31/2023,3173 CHURCH RD,STE 1B,NEW BENJAMINSHIRE,NY,11271,,N,3689499866,666580828
536765777,14109-1B77FN8ER06T,1024065129,LATIMER,,KELLY,male,1955-05-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4F05VR9DY40,,01/01/2025,12/31/2025,1947 FULTON TER,UNIT 20C,MARTINEZSIDE,NY,11227,,N,3689499866,666580828
536765777,14109-1B77FN8ER06T,1024065129,LATIMER,,ERIK,male,1955-04-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4F05VR9DY40,,01/01/2026,12/31/2099,4939 RIDGE LN,UNIT 18B,NEW DANIELLESHIRE,NY,11226,,N,3689499866,666580828
536765777,14109-1B77FN8ER06T,1024065129,LATIMER,,AMY,male,1955-05-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4F05VR9DY40,,04/01/2024,12/31/2024,6758 WASHINGTON CT,UNIT 9C,SOUTH ALEXANDER,NY,11206,,N,3689499866,666580828
817732183,91884-0I05T49LZ03T,1025199090,ROSADO OLIVO,L,DYLAN,male,1957-10-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8M34W85NT96,,01/01/2026,12/31/2099,8990 OAK CT,,ROBERTBURY,NY,10499,,N,4389147267,568386547
817732183,91884-0I05T49LZ03T,1025199090,ROSADO OLIVO,H,ELIZABETH,male,1957-03-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8M34W85NT96,,02/01/2025,12/31/2025,4614 FLATBUSH LN,,HICKMANCHESTER,NY,10464,,N,4389147267,568386547
811784343,70033-1I60Z99DM65T,1020528677,LOUISSAINT,,AMBER,male,1955-08-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1M80T46VH03,,01/01/2024,08/31/2024,1105 PARK TER,,THOMASSIDE,NY,11222,,N,1442703865,180713949
811784343,70033-1I60Z99DM65T,1020528677,LOUISSAINT,,JUSTIN,male,1955-11-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1M80T46VH03,,01/01/2025,03/31/2025,9198 FOREST LN,,SOUTH SUZANNECHESTER,NY,11238,,N,1442703865,180713949
811784343,70033-1I60Z99DM65T,1020528677,LOUISSAINT,,ALEXA,male,1955-06-15,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1M80T46VH03,,07/01/2023,12/31/2023,7283 LINCOLN AVE,,MCCLAINMOUTH,NY,11253,,N,1442703865,180713949
811784343,70033-1I60Z99DM65T,1020528677,LOUISSAINT,,KATRINA,male,1955-04-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1M80T46VH03,,09/01/2024,12/31/2024,7599 FLATBUSH TER,,NEW NANCY,NY,11264,,N,1442703865,180713949
750094987,98056-6I64W12MU17T,1022250615,RAY,,EDWARD,female,1955-11-14,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6M99F15EP19,,01/01/2023,03/31/2023,9244 MILL LN,,GWENDOLYNSIDE,NY,14221,,N,6599448441,667564993
750094987,98056-6I64W12MU17T,1022250615,RAY,,MADISON,female,1955-09-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6M99F15EP19,,01/01/2024,03/31/2024,1638 RIVER CT,,NEW BRUCE,NY,14206,,N,6599448441,667564993
750094987,98056-6I64W12MU17T,1022250615,RAY,,KEITH,female,1955-01-21,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6M99F15EP19,,04/01/2023,11/30/2023,6942 CEDAR AVE,,WEST EMILYCHESTER,NY,14271,,N,6599448441,667564993
750094987,98056-6I64W12MU17T,1022250615,RAY,,CHRISTY,female,1955-08-02,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6M99F15EP19,,12/01/2023,12/31/2023,2798 PINE PL,,AARONBURGH,NY,14262,,N,6599448441,667564993
300456793,85897-3DJ2MU9KG43T,1019952435,SPATE,C,BRAD,female,1993-06-22,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5HX8HY4HD39,,01/01/2023,05/31/2023,6343 FOREST LN,,ADKINSMOUTH,NY,14259,,N,9931236778,406304617
300456793,85897-3DJ2MU9KG43T,1019952435,SPATE,L,NICOLAS,female,1993-02-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5HX8HY4HD39,,01/01/2024,03/31/2024,1222 HILL AVE,,ESPINOZASHIRE,NY,14248,,N,5505308181,406304617
300456793,85897-3DJ2MU9KG43T,1019952435,SPATE,N,BILLY,female,1993-03-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5HX8HY4HD39,,01/01/2025,02/28/2025,6752 HILL ST,,NORTH JESSICABURGH,NY,14284,,N,7625382651,406304617
300456793,85897-3DJ2MU9KG43T,1019952435,SPATE,N,RYAN,female,1993-02-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5HX8HY4HD39,,04/01/2024,12/31/2024,1443 PELHAM TER,,JUAREZLAND,NY,14206,,N,7625382651,406304617
300456793,85897-3DJ2MU9KG43T,1019952435,SPATE,W,ANTHONY,female,1993-02-26,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5HX8HY4HD39,,06/01/2023,07/31/2023,3154 OAK WAY,,MANNINGPORT,NY,14243,,N,9931236778,406304617
300456793,85897-3DJ2MU9KG43T,1019952435,SPATE,P,CAROL,female,1993-01-07,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5HX8HY4HD39,,08/01/2023,12/31/2023,3857 FOREST ST,,YOUNGSTAD,NY,14289,,N,5505308181,406304617
267005854,76054-7DL6Z47CU29T,1019952402,JACKSON,H,AARON,male,1973-02-21,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1HD1T84XP21,,01/01/2023,12/31/2023,3109 OAK RD,,EAST ALEXANDRABURGH,NY,14112,,N,5446272380,384802848
267005854,76054-7DL6Z47CU29T,1019952402,JACKSON,H,JOSE,male,1973-09-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1HD1T84XP21,,01/01/2026,01/31/2026,8589 CEDAR AVE,,TAYLORSHIRE,NY,14191,,N,7312196031,384802848
267005854,76054-7DL6Z47CU29T,1019952402,JACKSON,J,JOHN,male,1973-08-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1HD1T84XP21,,07/01/2025,12/31/2025,130 CEDAR DR,,HOWARDFURT,NY,14184,,N,7312196031,384802848
651560494,27932-0TE3Z44JX44T,1020990187,SANCHEZ,D,MICHAEL,male,1963-01-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9XT8T32QG10,,01/01/2024,10/31/2024,6259 JEROME PL,STE 1A,SOUTH NATALIEVILLE,NY,13219,,N,2587981835,371001847
651560494,27932-0TE3Z44JX44T,1020990187,SANCHEZ,K,MATTHEW,male,1963-06-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9XT8T32QG10,,01/01/2025,07/31/2025,9696 VALLEY AVE,APT 8A,EAST AMY,NY,13248,,N,2587981835,371001847
651560494,27932-0TE3Z44JX44T,1020990187,SANCHEZ,C,MICHAEL,male,1963-02-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9XT8T32QG10,,01/01/2026,12/31/2099,8717 RIDGE BLVD,STE 4A,MANNMOUTH,NY,13251,,N,5728276646,371001847
651560494,27932-0TE3Z44JX44T,1020990187,SANCHEZ,D,ZACHARY,male,1963-05-27,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9XT8T32QG10,,08/01/2023,12/31/2023,7690 JEROME CT,UNIT 17B,CARLSONVILLE,NY,13257,,N,2587981835,371001847
651560494,27932-0TE3Z44JX44T,1020990187,SANCHEZ,C,ALYSSA,male,1963-12-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9XT8T32QG10,,09/01/2025,12/31/2025,5797 JEROME CT,STE 10C,RONALDCHESTER,NY,13294,,N,5728276646,371001847
651560494,27932-0TE3Z44JX44T,1020990187,SANCHEZ,L,RICHARD,male,1963-07-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9XT8T32QG10,,11/01/2024,12/31/2024,9718 MAIN WAY,UNIT 13E,WEST MATTHEWTON,NY,13253,,N,2587981835,371001847
465316511,90584-9G21RJ3MH76T,1019952928,AIKEN,,ANNA,male,1950-02-20,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2K94YN5EA08,,01/01/2023,07/31/2023,109 FLATBUSH DR,,SANTIAGOFURT,NY,14234,,N,8112175239,406304617
510715515,55470-1BX5UD1PC34T,1020683551,DAVIS,G,JOE,female,1974-07-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FJ8PH7YR38,,01/01/2024,12/31/2024,2386 MAIN TER,,LEWISCHESTER,NY,11265,,N,6583947195,824292717
510715515,55470-1BX5UD1PC34T,1020683551,DAVIS,D,EDWARD,female,1974-07-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FJ8PH7YR38,,01/01/2025,12/31/2025,9927 MAPLE LN,,REEDVILLE,NY,11240,,N,6583947195,824292717
510715515,55470-1BX5UD1PC34T,1020683551,DAVIS,M,JOSEPH,female,1974-08-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FJ8PH7YR38,,01/01/2026,12/31/2099,2609 MAPLE LN,,MERCADOBOROUGH,NY,11256,,N,6583947195,824292717
510715515,55470-1BX5UD1PC34T,1020683551,DAVIS,E,JEREMY,female,1974-07-26,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6FJ8PH7YR38,,10/01/2023,12/31/2023,9436 SUNSET WAY,,NEW THOMASBURY,NY,11224,,N,6583947195,824292717
661114347,10431-5LX7B21UE38T,1024064077,BATISTA,,MARC,male,1957-01-03,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9PJ9C01FX24,,01/01/2023,07/31/2023,4335 FOREST ST,UNIT 4C,NORTH JASONFURT,NY,10493,,N,2864044646,667656748
903823518,65824-6DR9EF1VC55T,1024065480,JALLOH,,DONNA,male,1950-12-11,UnitedHealthcare Dual Complete Plan 2 (HMO-POS D-SNP),H6288,015,H9336-490,4HH9XJ6GR57,,01/01/2023,12/31/2023,9599 JEROME BLVD,APT 19E,EAST TONYVIEW,NY,10030,,N,1271488583,750926864
903823518,65824-6DR9EF1VC55T,1024065480,JALLOH,,MICHAEL,male,1950-01-23,UHC Dual Complete NY-Q001 (HMO-POS D-SNP),H6288,015,H9336-490,4HH9XJ6GR57,,01/01/2024,06/30/2024,3864 CHURCH LN,UNIT 19A,JAMESFORT,NY,10068,,N,1271488583,750926864
420107905,17556-3C84M75MS23T,1024064267,PINTADO,L,LORRAINE,male,1953-05-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5G80H16EJ04,,01/01/2024,08/31/2024,5772 BOSTON DR,,JORDANFURT,NY,11444,,N,7497763814,153761673
420107905,17556-3C84M75MS23T,1024064267,PINTADO,N,KRISTEN,male,1953-05-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5G80H16EJ04,,01/01/2026,12/31/2099,2954 MILL BLVD,,COLEBURGH,NY,11418,,N,7497763814,153761673
420107905,17556-3C84M75MS23T,1024064267,PINTADO,A,NICHOLAS,male,1953-02-01,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5G80H16EJ04,,04/01/2023,12/31/2023,2947 CHURCH WAY,,NEW RICHARD,NY,11485,,N,7497763814,153761673
420107905,17556-3C84M75MS23T,1024064267,PINTADO,K,BOBBY,male,1953-03-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5G80H16EJ04,,05/01/2025,12/31/2025,4182 HIGHLAND AVE,,LAKE JOSHUAHAVEN,NY,11442,,N,7497763814,153761673
506831733,67338-9QG5OZ8ZS89T,1026018655,PRICE,B,JENNIFER,female,1952-11-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9UC2ED8CJ27,,01/01/2026,12/31/2099,4280 TREMONT AVE,,ANGELASIDE,NY,13143,,N,7150493670,371001847
506831733,67338-9QG5OZ8ZS89T,1026018655,PRICE,W,COLLEEN,female,1952-06-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9UC2ED8CJ27,,05/01/2025,12/31/2025,9063 WASHINGTON TER,,CRUZPORT,NY,13179,,N,7150493670,371001847
204083662,89440-5WT1XT2OU95T,1026060518,DONALD,,BRIAN,male,1969-07-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2AE2GX8KP22,,05/01/2025,06/30/2025,4322 FOREST WAY,,EAST BRYANPORT,NY,14216,,N,9765744226,684633220
809076223,20921-0IU4BB2UT74T,1020420912,PRINCIPE,,JARED,female,1934-05-15,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3MU6CF9FW81,2023-02-13 00:00:00.000,02/01/2023,02/28/2023,9414 SUNSET ST,,WEST MICHAELPORT,NY,10468,,N,1431792953,767474526
658717033,12490-3GA7CB9CS89T,1018025440,WRAY,G,ROBERT,female,1944-06-14,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5KM4RF1XJ74,,07/01/2023,12/31/2023,8300 RIVER AVE,,JOSEFORT,NY,11299,,N,7696832140,684633220
281091788,11318-0JR1HC5CU13T,1022250416,WILSON,,MELISSA,female,1984-11-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2NH9AG1XP26,,01/01/2024,12/31/2024,8835 RIVER DR,,WEST JENNIFERTOWN,NY,11698,,N,1848890701,798226054
281091788,11318-0JR1HC5CU13T,1022250416,WILSON,,ANGELA,female,1984-07-12,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2NH9AG1XP26,,02/01/2023,12/31/2023,6300 LEXINGTON ST,,PORT RYAN,NY,11690,,N,1848890701,798226054
894660125,79775-8GG6G43XR54T,1020990244,THOMPSON,N,CHRISTINE,male,1998-12-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KC4D79TY79,,01/01/2024,12/31/2024,6211 FULTON RD,,DENISEMOUTH,NY,13253,,N,7150493670,371001847
894660125,79775-8GG6G43XR54T,1020990244,THOMPSON,P,KRISTIN,male,1998-04-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KC4D79TY79,,01/01/2025,12/31/2025,3107 MILL ST,,EAST ANGELA,NY,13253,,N,7150493670,371001847
