"LOB","EDW_MEMBER_CK","MEMBER_MEDICAID_ID","MEMBER_KEY","MEMBER_NAME","MEMBER_SEX","MEMBER_DOB","MEMBER_ADDRESS_1","MEMBER_ADDRESS_2","MEMBER_CITY","MEMBER_STATE","MEMBER_ZIP","MEMBER_COUNTY","MEMBER_REGION","MEMBER_PRIMARY_PHONE","MEMBER_HOME_PHONE","MEMBER_CELL_PHONE","MEMBER_LANGUAGE","MEMBER_ELIG_START_DT","MEMBER_ELIG_END_DT","MEMBER_ACTIVE_IND","PCP_IRS_NBR","PCP_IRS_NAME","PCP_NPI","PCP_PROV_KEY","PCP_FIRST_NAME","PCP_LAST_NAME","PCP_ADDRESS1","PCP_ADDRESS2","PCP_CITY","PCP_STATE","PCP_ZIP","PCP_PHONE","PCP_FAX"
"MEDICAID","358842396","481940694035","GAU2870467323","DANIELLE FLORES","M","2018-06-10","8764 LAKE PKWY","","AVILABOROUGH","GA","30188","PAULDING","ATLANTA","6265921744","","","English","2025-03-01","9999-12-31","Y","587865728","CARROLLTON SURGICAL SPECIALISTS","1916803122","GA128543-7651","MARGARET","WATERS","1613 CEDAR RD","","NEW VANESSATOWN","GA","30180","5742133450","7228038317"
"MEDICAID","407160920","435232822706","GAU7379422103","ANTHONY BURKE","F","2013-04-03","5886 FOREST HWY","","SOUTH ANTHONYBOROUGH","GA","30103","CARROLL","ATLANTA","2227868482","","","English","2023-12-01","9999-12-31","Y","435496197","BREMEN WELLNESS GROUP","2359739879","GAP16312737458-2214","MARY","RICHARDSON","4945 RIDGE CT","Ste 463","MCCARTHYBURY","GA","30110","9353031013","2158279903"
"MEDICAID","913870958","773684336452","GAU6293530265","OMAR MAYER","F","2018-09-07","8060 RIDGE PL","Unit 427","MOYERHAVEN","GA","30154","PAULDING","ATLANTA","9064965598","","","English","2024-10-01","9999-12-31","Y","831016710","VILLA RICA HEALTHCARE GROUP","4769664921","GA989748-5402","REBECCA","SIMS","7914 MILL CT","Ste 442","WEST JOHNFORT","GA","30064","4403515344","9357278505"
"MEDICAID","197439506","511827230229","GAU7268580837","MICHAEL JORDAN","M","2018-03-23","2043 DOGWOOD DR","","NORTH DENISETON","GA","30190","PAULDING","ATLANTA","3123058242","","","English","2026-01-17","9999-12-31","Y","570843777","BREMEN WELLNESS GROUP","8496992430","GAP12038578833-2721","AARON","FINLEY","2893 HILL PL","Unit 352","KEVINFORT","GA","30132","4562984885","2083995816"
"MEDICAID","902654436","676024760628","GAU8810885615","THOMAS M BROWN","F","2012-09-26","791 CEDAR WAY","","KAYLEEMOUTH","GA","30154","CARROLL","ATLANTA","3125822023","","","English","2025-06-01","9999-12-31","Y","635300635","BOWDON MEDICAL CENTER","3448035479","GA665294-4666","CINDY","KING","5868 HILL LN","Apt 74","NORTH MICHAEL","GA","31313","4353513940","9715009588"
"MEDICAID","520480723","509986703477","GAU2133600418","MIRANDA CISNEROS","M","2014-02-24","5337 FOREST RD","","EAST KATHLEENSHIRE","GA","30195","CARROLL","ATLANTA","4406155844","","","English","2025-06-01","9999-12-31","Y","635300635","TEMPLE MEDICAL ASSOCIATES","3448035479","GA665294-4666","JESSICA","ROBERTS","5980 AZALEA ST","Ste 207","CHRISTINABERG","GA","31313","4689716363","8984128765"
"MEDICAID","381495779","821069899138","GAU1372714615","GABRIELA NELSON","M","2018-03-07","7477 MAGNOLIA CT","","HEATHBOROUGH","GA","30193","PAULDING","ATLANTA","7129379001","","","English","2025-04-01","9999-12-31","Y","570843777","ROME PRIMARY CARE ASSOCIATES","1284956200","GA635130-3487","DAVID","DAVIS","5882 MAGNOLIA BLVD","","GUTIERREZTOWN","AZ","85004","6826944486","2663227362"
"MEDICAID","548323579","949624947096","GAU9757374438","CYNTHIA MILLER","M","2013-02-05","1571 MAPLE LN","","SOUTH RAYMONDMOUTH","GA","30153","CARROLL","ATLANTA","4546823061","","","English","2025-09-01","9999-12-31","Y","267981462","BREMEN MEDICAL CENTER","2880501279","GAP10208573270-3508","CRYSTAL","GATES","8498 HIGHLAND DR","","LAKE BRENDAFORT","GA","30005","4166965055",""
"MEDICAID","917876676","178204784064","GAU8685186898","CHAD W SULLIVAN","M","2018-04-20","8482 MILL BLVD","","NORTH MICHAELVIEW","GA","30138","PAULDING","ATLANTA","9135521350","","","English","2026-02-01","9999-12-31","Y","496659375","ROME WELLNESS GROUP","8567551671","GAP88783213114-4663","AARON","WILLIAMS","160 RIVER RD","Ste 161","DURANBURGH","GA","30141","6892039740","8285385727"
"MEDICAID","374303196","148245440762","GAU3665298418","KENNETH JOSEPH","M","2018-03-27","1061 CHURCH CT","","SLOANFURT","GA","30107","PAULDING","ATLANTA","9723083391","","","English","2025-03-01","9999-12-31","Y","901744981","VILLA RICA CARE CLINIC","6585094256","GAP64942352336-2419","EMILY","HOLMES","3998 PEACHTREE RD","","DERRICKBURY","GA","30096","6074029392","2873933101"
"MEDICAID","576845599","379000286619","GAU4669890549","MONICA WARREN","F","2018-11-01","615 DOGWOOD PL","","PARKSBURY","GA","30140","CARROLL","ATLANTA","5238167980","","","English","2024-11-01","9999-12-31","Y","435496197","ROME MEDICAL ASSOCIATES","3584448981","GAP95029669017-4764","ALEJANDRO","CAMERON","2459 HIGHLAND WAY","","MCKEEFORT","GA","30117","9593449884",""
"MEDICAID","751134556","911655334521","GAU3445944518","ELIZABETH M GREEN","F","2014-11-10","9741 HIGHLAND AVE","","PORT JOHN","GA","30181","PAULDING","ATLANTA","7184859538","","","English","2025-11-01","9999-12-31","Y","224893805","TEMPLE MEDICAL ASSOCIATES","6979090336","GAP11405484710-5746","JOHNATHAN","ROBERTS","4346 PIEDMONT LN","Apt 306","ANDREALAND","GA","30189","7585583181","6539424934"
"MEDICAID","975153572","312155290014","GAU6438395717","MARIA DAVIS","F","2018-10-03","34 LAKE PKWY","","BROWNFORT","GA","30177","PAULDING","ATLANTA","9064085408","","","English","2025-11-01","9999-12-31","Y","224893805","ATLANTA MEDICAL GROUP OF","6979090336","GAP11405484710-5746","NICOLE","GRANT","2604 PINE ST","Unit 115","NEW CODY","GA","30189","4888627521","2508184489"
"MEDICAID","126421581","985811681212","GAU6017695202","RACHEL PETERSON","F","1986-01-13","9452 ELM AVE","","LAKE ERINHAVEN","GA","30173","PAULDING","ATLANTA","9784343216","","","English","2023-11-22","9999-12-31","Y","570843777","BREMEN HEALTH PARTNERS","5387886713","GAP82175561248-4135","MITCHELL","PAYNE","3733 VALLEY RD","Apt 419","PORT ALAN","GA","30141","6649483896",""
"MEDICAID","727674203","417934213455","GAU3364168622","KAREN MARTIN","F","2018-12-01","6825 ELM AVE","","PORT ANTHONYFORT","GA","30160","CARROLL","ATLANTA","7779018234","","","English","2024-12-01","9999-12-31","Y","547681207","TEMPLE CARE CLINIC","1156514352","GAP30020939415-4821","CURTIS","MORSE","9187 OAK LN","","COXFURT","GA","30110","2902832545","4426122224"
"MEDICAID","445008607","339068055469","GAU2626863619","MICHAEL BARNES","F","2007-02-17","4927 FOREST RD","","WEST DIANASIDE","GA","30181","CARROLL","ATLANTA","7538767985","","","English","2025-08-01","9999-12-31","Y","267981462","TEMPLE HEALTH SERVICES INC","2880501279","GAP10208573270-3508","LINDSAY","ENGLISH","4078 AZALEA DR","","BRYANPORT","GA","30005","4073781025",""
"MEDICAID","955949639","944662038451","GAU7388755575","THOMAS R BARKER","F","2018-04-14","4172 FOREST PKWY","","GONZALEZBURGH","GA","30187","PAULDING","ATLANTA","8437022219","","","English","2025-11-01","9999-12-31","Y","405238577","ROME CARE CLINIC","7216320172","GAP35732949972-6966","ALEXIS","BASS","1679 PEACHTREE PL","","NORTH MARY","GA","30132","7633076306","2978695945"
"MEDICAID","567537696","800963349177","GAU5114263796","ETHAN N HORTON","M","2018-05-16","1339 ELM TER","","WEST JASON","GA","30138","CARROLL","ATLANTA","5435194016","","","English","2026-01-15","9999-12-31","Y","267643495","TEMPLE WELLNESS GROUP","9752773948","GAP58441089774-4986","ROBERT","LEACH","6133 RIVER DR","Unit 64","NORTH JIMMYHAVEN","GA","30276","4583567568","6848245818"
"MEDICAID","414379886","636593726556","GAU4386710752","MICHAEL SCHWARTZ","F","2018-03-07","8272 LINCOLN ST","","PORT KARENMOUTH","GA","30128","CARROLL","ATLANTA","9497806566","","","English","2025-07-01","9999-12-31","Y","499395065","MARIETTA HEALTH PARTNERS","1740147455","GAP10808973769-5475","MARY","ALEXANDER","8038 MILL BLVD","","HALEPORT","GA","30265","7929736804","9035456620"
"MEDICAID","415973892","485014436749","GAU5035342726","PAUL C SMITH","F","2018-12-18","9447 BROOK LN","Unit 448","CARTERSIDE","GA","30181","CARROLL","ATLANTA","8898356308","","","English","2025-10-11","9999-12-31","Y","587865728","MARIETTA MEDICAL ASSOCIATES","1916803122","GA128543-7651","MICHAEL","HINTON","6961 PEACHTREE BLVD","","NEW MICHEAL","GA","30180","2202152207","5438905221"
"MEDICAID","543405863","449260007283","GAU1729819846","KRISTA J HARPER","M","2019-08-12","4972 PINE PKWY","","NEW NANCY","GA","30103","CARROLL","ATLANTA","6962835948","","","English","2026-03-01","9999-12-31","Y","435496197","BOWDON FAMILY HEALTHCARE CENTER","2359739879","GAP16312737458-2214","MARCUS","BOYLE","5249 PEACHTREE TER","Unit 483","LAKE SAMANTHA","GA","30110","8389068044","2327225576"
"MEDICAID","528495703","188188629513","GAU2118489312","CHRISTIAN E CONTRERAS","F","2018-01-18","4948 LAKE DR","","EAST TAYLOR","GA","30167","CARROLL","ATLANTA","6498879137","","","English","2025-07-01","9999-12-31","Y","435496197","MARIETTA SURGICAL SPECIALISTS","6565231850","GA277132-3183","CAITLIN","SINGLETON","4922 SUNSET PL","","NEW SARAVIEW","GA","30117","7265108000","9623189610"
"MEDICAID","804991933","941921992724","GAU5272238150","CHRISTINA MORRIS","F","1994-03-25","8458 MILL HWY","Apt 91","PORT BECKYBURGH","GA","30163","PAULDING","ATLANTA","2522458663","","","English","2024-08-03","9999-12-31","Y","578521730","ATLANTA MEDICAL GROUP OF","3454516040","GAP11530230432-1584","CHERYL","PATRICK","3105 MILL HWY","Ste 33","NEW OLIVIA","GA","30106","7536894822","2862179167"
"MEDICAID","859637557","784408002276","GAU9375846176","VALERIE MCMILLAN","F","2018-08-13","5513 MAGNOLIA BLVD","","NEW MELISSA","GA","30192","CARROLL","ATLANTA","2908142367","","","English","2025-03-01","9999-12-31","Y","435496197","CARROLLTON SURGICAL SPECIALISTS","3584448981","GAP95029669017-4764","TAMMY","RAMOS","5462 PINE AVE","","PORT AMANDASIDE","GA","30117","6529696470",""
"MEDICAID","894390556","859670736632","GAU5701951613","JULIA DOYLE","M","1967-09-23","3952 LAKE PKWY","","ROBINBERG","GA","30171","PAULDING","ATLANTA","9598591771","","","English","2026-01-29","9999-12-31","Y","570843777","BOWDON WELLNESS GROUP","8431561153","GAP28413427444-0872","BENJAMIN","LOGAN","4847 VALLEY LN","Unit 422","ROBERTBURY","GA","30062","6392907863",""
"MEDICAID","487114139","614057949804","GAU7865218541","LESLIE HERNANDEZ","F","2019-02-22","7912 RIVER PL","","ANDREAMOUTH","GA","30101","PAULDING","ATLANTA","4375754090","","","English","2025-01-01","9999-12-31","Y","891711622","MARIETTA WELLNESS GROUP","7492459267","GAP56317162490-5549","RAYMOND","ROBERTS","7484 MAGNOLIA HWY","Apt 258","EAST DONNAMOUTH","GA","30080","7709702985","2008951313"
"MEDICAID","247701404","982727010080","GAU1592006084","STEPHEN W HERNANDEZ","M","2017-08-06","8120 BROOK ST","","MICHAELVILLE","GA","30189","PAULDING","ATLANTA","4246114649","","","English","2025-08-09","9999-12-31","Y","546131501","CARROLLTON MEDICAL GROUP OF","3398788425","GAP10050987021-3164","AMANDA","CRAWFORD","5471 LAKE WAY","","NORTH EDWIN","GA","30152","5169164197",""
"MEDICAID","286862020","665908332445","GAU7111907487","MICHELLE WILSON","F","2019-03-12","926 LAKE PL","","NEW KAYLA","GA","30127","HARALSON","ATLANTA","5578393433","","","English","2025-12-25","9999-12-31","Y","242915531","BOWDON FAMILY HEALTHCARE CENTER","4564100629","GA109428-1053","RANDY","CONLEY","8084 FOREST ST","","NORTH MAKAYLALAND","GA","30176","9338488611","3113982837"
"MEDICAID","941424365","932125317223","GAU8307061531","TARA RUSSELL","F","2019-08-15","9184 ELM HWY","","HARRINGTONBOROUGH","GA","30156","CARROLL","ATLANTA","3178408703","","","English","2025-02-08","9999-12-31","Y","435496197","VILLA RICA WELLNESS GROUP","2938946865","GA267835-9213","BRITTANY","SIMS","2833 PIEDMONT RD","","ADAMSSIDE","GA","30117","8695565142","3876111901"
"MEDICAID","669218441","235442653778","GAU6289168918","ABIGAIL SMITH","M","2019-06-09","2409 SUNSET DR","","APRILBURGH","GA","30167","HARALSON","ATLANTA","3834065353","","","English","2025-02-01","9999-12-31","Y","927198509","BOWDON WELLNESS GROUP","7483729565","GA113459-4555","MICHELLE","LOPEZ","4614 OAK AVE","","JENNASTAD","GA","30297","9786745503","6874065696"
"MEDICAID","151993092","487838729760","GAU6925168321","SHANNON WALL","F","1986-12-12","2828 SUNSET AVE","Ste 389","SOUTH TYLER","GA","30122","CARROLL","ATLANTA","2115462419","","","English","2025-06-12","9999-12-31","Y","891711931","CARROLLTON HEALTH PARTNERS","3938771215","GA992685-6425","KAITLYN","CASE","1757 PIEDMONT RD","Unit 277","ASHLEYFURT","GA","30180","2053265998","4659514955"
"MEDICAID","979163296","830613714914","GAU9978240787","DAVID G COLE","F","2009-09-21","2570 MAPLE HWY","Unit 408","NEW JENNIFER","GA","30182","CARROLL","ATLANTA","5815289733","","","English","2024-05-02","9999-12-31","Y","891711931","ATLANTA MEDICAL ASSOCIATES","3938771215","GA992685-6425","JENNIFER","SHAW","3179 PINE ST","Apt 45","AMBERFORT","GA","30180","2495813202","3269123540"
"MEDICAID","450193999","169619174501","GAU1189361331","TARA H DAVIS","F","2019-05-16","9092 MAIN PL","","SOUTH NATALIE","GA","30199","PAULDING","ATLANTA","9387568108","","","English","2026-02-19","9999-12-31","Y","570843777","ATLANTA SURGICAL SPECIALISTS","1396798070","GAP10094969508-0045","FRANK","MCMILLAN","5204 AZALEA RD","Apt 174","EAST MOLLYBERG","GA","30141","5464694629",""
"MEDICAID","214816740","657018448303","GAU6784876153","JEFFERY WERNER","F","2019-03-13","2678 PIEDMONT BLVD","","EAST STEPHANIE","GA","30142","CARROLL","ATLANTA","6304532805","","","English","2025-10-01","9999-12-31","Y","435496197","MARIETTA MEDICAL ASSOCIATES","8334520557","GAP21058551232-4823","GARY","DAVIS","8618 CHURCH ST","","NEW STEVENBURY","GA","30117","3586034822",""
"MEDICAID","115417866","138117286628","GAU7376141670","ROBERT PAYNE","M","2018-03-28","6655 LAKE TER","","NORTH JONATHANBURY","GA","30190","CARROLL","ATLANTA","8748645457","","","English","2024-11-01","9999-12-31","Y","435496197","ATLANTA WELLNESS GROUP","8657935096","GAP26749337992-5370","HUNTER","BATES","3666 LAKE BLVD","","JESSICASIDE","GA","30110","5742533840","2842916392"
"MEDICAID","982869154","216692190375","GAU5224392156","GABRIEL GRAY","F","2018-10-02","9594 OAK TER","Unit 147","SCOTTSTAD","GA","30130","CARROLL","ATLANTA","8824269879","","","English","2025-10-01","9999-12-31","Y","348009137","MARIETTA MEDICAL ASSOCIATES","5981774864","GA320726-0450","JOHNATHAN","MILLER","1723 LAKE PL","","FREDBURY","TX","79902","6414117594","5907307961"
"MEDICAID","885563894","238025423307","GAU7108525716","MICHAEL FARLEY","M","2019-06-05","6703 DOGWOOD WAY","","ROBERTVIEW","GA","30156","HARALSON","ATLANTA","6772577150","","","English","2025-02-01","9999-12-31","Y","193711733","ROME FAMILY MEDICINE","2871633689","GAP70683130278-8936","ANDREW","MCCANN","8540 BROOK PL","","CHRISTINETOWN","GA","30223","8052604917",""
"MEDICAID","154248515","821000311798","GAU2257687147","TERESA RAY","F","2018-10-03","6750 AZALEA ST","","ROJASVIEW","GA","30113","CARROLL","ATLANTA","3122656617","","","English","2024-10-01","9999-12-31","Y","435496197","TEMPLE MEDICAL ASSOCIATES","6565231850","GA767595-9935","REGINALD","HAYES","5097 RIVER AVE","","LAKE LAUREN","OH","44106","5897601775","7144326138"
"MEDICAID","514858021","186053340961","GAU5942036402","ALEXIS CERVANTES","M","2019-09-27","2432 MILL WAY","Apt 170","SOUTH JERRYLAND","GA","30116","CARROLL","ATLANTA","5113492898","","","English","2025-05-01","9999-12-31","Y","435496197","CARROLLTON HEALTH SERVICES INC","5639316604","GA715169-2048","HANNAH","DAVIS","5750 AZALEA ST","","JOHNSTONTON","GA","30117","6666887292","8192312289"
"MEDICAID","721763303","223815574573","GAU1814507181","ALLEN MOSLEY","F","2019-11-24","5908 AZALEA DR","","NORTH RICHARD","GA","30153","HARALSON","ATLANTA","3159139551","","","English","2025-11-01","9999-12-31","Y","455326707","MARIETTA FAMILY HEALTHCARE CENTER","5262178391","GAP17851757891-2271","AUDREY","SMITH","5999 FOREST PL","","ARNOLDBURY","GA","30117","4412274703","5657752409"
"MEDICAID","681207582","297397713094","GAU3520413072","WAYNE PARRISH","M","2005-08-13","9000 WASHINGTON TER","","SOUTH MASONBURGH","GA","30194","HARALSON","ATLANTA","9787126537","","","English","2025-04-01","9999-12-31","Y","422620132","ATLANTA HEALTH PARTNERS","8938555377","GA150011-1886","MICHELLE","MITCHELL","2264 MILL WAY","Apt 358","COURTNEYBOROUGH","GA","30110","3817052924","6452138033"
"MEDICAID","258751995","273455143659","GAU2206573971","HOLLY BANKS","M","2018-11-18","5915 BROOK AVE","","CASTILLOTON","GA","30167","CARROLL","ATLANTA","8264622878","","","English","2024-09-01","9999-12-31","Y","435496197","BREMEN HEALTHCARE GROUP","2938946865","GA280597-5881","MARGARET","THOMPSON","850 LAKE RD","Unit 452","VALENCIABERG","GA","30117","7379215140","4016261129"
"MEDICAID","478286048","768065628429","GAU9597813864","STEPHEN JENKINS","M","2019-04-24","6716 RIVER WAY","","WEST MICHAELPORT","GA","30167","PAULDING","ATLANTA","8383517330","","","English","2025-12-01","9999-12-31","Y","331875543","VILLA RICA HEALTH PARTNERS","4826801404","GAP59267015018-0967","MELISSA","BRANDT","8750 SUNSET BLVD","","GINACHESTER","GA","30120","4177564978","6546698694"
"MEDICAID","310716905","510812619259","GAU1247548938","MICHAEL DANIELS","F","2016-02-13","8678 CEDAR AVE","","NEW DALEVIEW","GA","30163","PAULDING","ATLANTA","5338876501","","","Spanish","2024-01-01","9999-12-31","Y","892881572","ATLANTA FAMILY HEALTHCARE CENTER","5757957579","GA906255-6946","TAYLOR","HENRY","9287 CHURCH WAY","Apt 206","SOUTH MATTHEW","GA","30328","3536666666","4309115625"
"MEDICAID","861894242","185187295890","GAU7335372893","ALEXANDRA HUBBARD","F","1989-01-18","20 MAIN DR","","LAURENSTAD","GA","30102","PAULDING","ATLANTA","3206874363","","","Spanish","2026-03-01","9999-12-31","Y","570843777","MARIETTA HEALTH SERVICES INC","7482434178","GAP80490732022-9989","MEGAN","ROBINSON","7546 PIEDMONT LN","","MARTINEZFORT","GA","30067","9092088250","7633743798"
"MEDICAID","315684755","916876475666","GAU1804382301","DANIEL THOMPSON","F","2019-03-23","7740 MAIN PKWY","","THOMPSONVILLE","GA","30136","PAULDING","ATLANTA","4386037389","","","English","2025-03-01","9999-12-31","Y","160979760","VILLA RICA FAMILY MEDICINE","6179066359","GA113379-9819","JOANNE","JONES","5467 RIVER BLVD","Ste 177","ANDERSONBURY","GA","30064","8652427749","3098426034"
"MEDICAID","197482958","535933125450","GAU5269736127","ROSS THOMPSON","F","2019-08-04","9728 MAIN CT","","JENNIFERFURT","GA","30110","HARALSON","ATLANTA","6335129990","","","English","2026-03-01","9999-12-31","Y","405238577","TEMPLE HEALTH SERVICES INC","7216320172","GAP35732949972-6966","JOHN","COLLINS","2605 MAGNOLIA PL","","DONNALAND","GA","30132","2164965681","6129098975"
"MEDICAID","611721274","731716991407","GAU8126674345","BROOKE DANIELS","F","2019-11-16","765 LINCOLN CT","","NORTH ROBERTFURT","GA","30142","HARALSON","ATLANTA","3224854654","","","English","2025-08-01","9999-12-31","Y","435496197","MARIETTA CARE CLINIC","8657935096","GAP26749337992-5370","KATHERINE","GIBSON","3942 RIDGE BLVD","","ANDERSONVIEW","GA","30110","3688378558","2264976689"
"MEDICAID","116333531","414982876802","GAU1770459635","PATRICK M BRUCE","F","2019-03-03","8523 PIEDMONT ST","","NORTH KURTTOWN","GA","30140","CARROLL","ATLANTA","2904238381","","","English","2025-03-01","9999-12-31","Y","435496197","CARROLLTON FAMILY HEALTHCARE CENTER","5970594459","GAP11123509778-8710","MATTHEW","GAMBLE","5070 LAKE PKWY","","STANLEYBURGH","GA","30117","6122054501","4618516022"
"MEDICAID","787715000","797046157986","GAU4847759442","HALEY KIM","F","2019-08-22","8647 PEACHTREE PL","","SOUTH CHARLES","GA","30162","PAULDING","ATLANTA","4702231010","","","English","2026-01-01","9999-12-31","Y","570843777","ROME MEDICAL ASSOCIATES","8902591536","GAP38516547392-7018","CHRISTIAN","GARCIA","3026 PEACHTREE HWY","Apt 393","WILLIAMSSTAD","GA","30141","4606322650","4672469721"
"MEDICAID","468628132","219378558870","GAU2941620139","JUSTIN OLIVER","F","2019-04-07","6831 MAGNOLIA PKWY","","SOUTH KAITLYN","GA","30169","CARROLL","ATLANTA","9162959959","","","English","2025-03-01","9999-12-31","Y","587865728","ROME PRIMARY CARE ASSOCIATES","1916803122","GA128543-7651","EMILY","SIMS","343 MAGNOLIA PL","","SANDRAVIEW","GA","30180","8772749189","4677456807"
"MEDICAID","118792649","920844833346","GAU9978637404","SARA M VINCENT","M","2019-08-26","7122 PIEDMONT TER","","PORT MARVINMOUTH","GA","30181","HARALSON","ATLANTA","2593192761","","","English","2025-08-01","9999-12-31","Y","587865728","CARROLLTON CARE CLINIC","1916803122","GA128543-7651","LEAH","JONES","1496 BROOK BLVD","","GARCIABURY","GA","30180","4487567572","6646933744"
"MEDICAID","705353000","654700164886","GAU8201429399","WANDA F SHAFFER","F","2019-12-24","3684 PINE ST","","NICHOLASSTAD","GA","30112","CARROLL","ATLANTA","2046195063","","","English","2025-03-01","9999-12-31","Y","927198509","CARROLLTON SURGICAL SPECIALISTS","4315568622","GAP21228317520-3167","MEGAN","NELSON","8125 PARK HWY","","JEREMYTON","GA","30117","4099346742","9666144076"
"MEDICAID","900342880","761123652138","GAU5306937916","DALE BANKS","F","2019-04-19","8171 PIEDMONT PKWY","","GREGORYFURT","GA","30130","CARROLL","ATLANTA","7683683968","","","English","2025-03-01","9999-12-31","Y","927198509","VILLA RICA MEDICAL ASSOCIATES","4315568622","GAP21228317520-3167","TINA","RICE","5725 PIEDMONT BLVD","","MCCARTHYPORT","GA","30117","5448667854","5304362469"
"MEDICAID","873914356","536370413612","GAU8244914613","CHRISTINA W JENKINS","M","2019-11-19","576 RIDGE PL","","SOUTH WILLIAM","GA","30180","CARROLL","ATLANTA","4804774853","","","English","2025-03-01","9999-12-31","Y","435496197","ATLANTA HEALTHCARE GROUP","7484577050","GA292777-6015","DYLAN","SMITH","6143 CHURCH TER","","VERNONTOWN","GA","30117","4072976800","5933335573"
"MEDICAID","582848012","129526304505","GAU4731204044","TYLER F WALTON","F","2019-03-27","3844 HIGHLAND PL","","SARABURY","GA","30193","CARROLL","ATLANTA","3625936690","","","English","2025-04-01","9999-12-31","Y","435496197","CARROLLTON SURGICAL SPECIALISTS","2359739879","GAP16312737458-2214","BRANDON","BROWN","3650 RIDGE RD","Ste 246","CUMMINGSFORT","GA","30110","5248474124","2286504884"
"MEDICAID","325095635","302528451502","GAU7971142952","SARA GARCIA","M","2019-01-11","4446 VALLEY BLVD","","HAYESVIEW","GA","30156","PAULDING","ATLANTA","9914716148","","","English","2025-01-01","9999-12-31","Y","154407148","BOWDON MEDICAL GROUP OF","5883066075","GA655421-9022","MARY","WALTON","2827 SUNSET TER","","ADAMLAND","GA","30067","2275062271","8725717606"
"MEDICAID","896272464","173421534716","GAU2078861616","SEAN PERKINS","F","2019-03-06","7131 LAKE PKWY","","EAST KELLYVIEW","GA","30125","CARROLL","ATLANTA","2828829418","","","English","2025-03-01","9999-12-31","Y","754309097","MARIETTA HEALTH PARTNERS","4103593578","GA691363-9254","AMY","WALTER","6326 PINE DR","","SOUTH ANTHONY","GA","30265","9987337292",""
"MEDICAID","226072485","413605803063","GAU1963995987","ANTONIO ROBERTS","F","2017-03-19","4989 MILL CT","","JUANMOUTH","GA","30191","CARROLL","ATLANTA","8228409209","","","English","2026-01-24","9999-12-31","Y","587865728","ATLANTA FAMILY HEALTHCARE CENTER","1916803122","GA128543-7651","DANIEL","DAVIS","7324 RIVER AVE","","RANGELTON","GA","30180","2929951448","2396156796"
"MEDICAID","199905056","986253634280","GAU4301477143","ROBERT H WALKER","M","2019-10-20","6708 DOGWOOD BLVD","","EMILYCHESTER","GA","30109","CARROLL","ATLANTA","3238578980","","","English","2025-01-01","9999-12-31","Y","435496197","BREMEN FAMILY MEDICINE","8657935096","GAP26749337992-5370","LISA","ALLEN","1390 DOGWOOD AVE","","LAKE THERESAMOUTH","GA","30110","6938717216","7857063764"
"MEDICAID","480763890","149385700443","GAU7820322462","SHAWN L JAMES","F","2019-04-24","6715 PARK ST","","NORTH JERRYTOWN","GA","30136","CARROLL","ATLANTA","7128696412","","","English","2025-04-01","9999-12-31","Y","417542489","TEMPLE MEDICAL GROUP OF","4537406811","GA381211-0921","JAVIER","BASS","2962 ELM DR","","NORTH ANTHONYPORT","GA","31909","6733839333",""
"MEDICAID","884050251","473667834626","GAU7325734174","JAMES HARRISON","M","2019-07-06","7779 RIVER HWY","","NORTH CAROLYNCHESTER","GA","30121","CARROLL","ATLANTA","5332668374","","","English","2025-12-01","9999-12-31","Y","636983499","BOWDON HEALTH SERVICES INC","2166644687","GAP17909603906-4773","ANGELA","MCDANIEL","9286 SUNSET AVE","","PORT DUANEBOROUGH","GA","30144","2628276499",""
"MEDICAID","597890020","309464553321","GAU3566485517","DAVID PONCE","F","1994-02-24","4408 SUNSET WAY","","EAST TYLER","GA","30115","HARALSON","ATLANTA","8123156674","","2542634616","English","2025-04-01","9999-12-31","Y","691427384","BOWDON FAMILY MEDICINE","4564100629","GA128379-0407","ERIN","JACKSON","1785 FOREST CT","","WEST EMILY","GA","30110","2504874752","7617249290"
"MEDICAID","444074373","862280738274","GAU6157066803","ROBIN GUTIERREZ","F","2019-07-26","5189 BROOK BLVD","","EAST TANYA","GA","30161","HARALSON","ATLANTA","","","","English","2026-02-05","9999-12-31","Y","810581053","ATLANTA FAMILY HEALTHCARE CENTER","1352178884","GAP71820258446-5535","SABRINA","WILSON","3303 BROOK RD","","HARTHAVEN","GA","30113","6622712149","8695498474"
"MEDICAID","474085789","471307600679","GAU9196722682","LORI B PADILLA","M","2019-06-22","6998 LAKE WAY","","MARSHFORT","GA","30185","CARROLL","ATLANTA","4914447565","","","English","2026-03-01","9999-12-31","Y","570843777","VILLA RICA WELLNESS GROUP","6256733605","GAP10096708671-7912","KATHLEEN","SUMMERS","9899 LAKE WAY","Ste 239","NORTH KIARASIDE","GA","30134","8953491540","4267657796"
"MEDICAID","616368515","969092810102","GAU6590711548","JOYCE SMITH","M","2015-10-03","5906 DOGWOOD RD","","GLORIAVILLE","GA","30143","HARALSON","ATLANTA","7937711668","","","English","2026-03-01","9999-12-31","Y","435496197","ROME MEDICAL GROUP OF","8657935096","GAP26749337992-5370","JOSEPH","CHAPMAN","2890 PEACHTREE HWY","","WEST ALICIASIDE","GA","30110","9235844872","7174115242"
