AMISYS NUMBER,MEDICAID NUMBER,FIRST NAME,MIDDLE NAME,LAST NAME,MEMBER DOB,GENDER,MEMBER PHONE NUMBER,MEMBER ADDRESS LINE 1,MEMBER ADDRESS LINE 2,MEMBER CITY,MEMBER STATE,MEMBER ZIP,MPK NAME,ASSIGNED TIN NAME,ASSIGNED TIN,PCP FIRST NAME,PCP MIDDLE NAME,PCP LAST NAME,PCP NPI,PCP SPECIALTY,MEMBER MONTHS,LINE OF BUSINESS,PRODUCT,POPULATION HEALTH CATEGORY,PRIMARY RISK CATEGORY,RISK SCORE,TOTAL PCP CLAIMS,ALL ADMITS,ACUTE ADMITS,OP CLAIMS,ED VISITS,ED TO IP VISITS,SNF ADMITS,INNTWRK SPEC CLAIMS,OUTNTWRK SPEC CLAIMS,TOTAL BRAND RX COUNT,GENERIC RX COUNT,OTH CLAIMS,PREVENTABLE ADMITS,PREVENTABLE ED VISITS,MEMBER ELIG START MONTH,MEMBER MEDICAID START MONTH,MEMBER TYPE,EMAIL_ADDRESS
U4185123349,625734574,JOANNA,,COSTA,1990-11-26,F,245-705-1609,4671 SUNSET BLVD,,WEST ERICAMOUTH,IL,61803,SPRINGFIELD INTEGRATED CARE,CICERO PHYSICIANS GROUP,795664483,APRIL,B,BERNARD,6218869617,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,ACUTE RESPIRATORY,0.9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U8203453839,990532966,JOHN,,WILLIAMSON,1992-12-06,M,846-466-4861,3993 MICHIGAN WAY,,WEST THERESA,IL,60683,WAUKEGAN FAMILY MEDICINE,PEORIA COMMUNITY HEALTH CENTER,452480039,HEIDI,,WILLIAMS,1039480158,CLINIC,2,MEDICAID,SSI NON - DUAL,BEHAVIORAL HEALTH ONLY-AT RISK,PSYCHOTIC & SCHIZOPHRENIC DISO,0.91362,0,0,0,0,0,0,0,0,0,1,2,0,0,0,202502,202502,,vickie11@example.net
U3702254352,845481268,CHRISTOPHER,,BROWN,2012-05-18,F,855-875-8779,6054 FOREST CT,,NEW KEVINMOUTH,IL,61642,SPRINGFIELD PHYSICIANS GROUP,SPRINGFIELD COMMUNITY HEALTH CENTER,369979721,BRENDA,,HARRIS,1436168221,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,EYEEARNOSETHROAT,0.94279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202107,202107,,
U3728474999,557906515,CODY,,LOPEZ,2007-08-14,M,399-983-8470,7487 CHURCH AVE,,ALICIAVIEW,IL,62871,JOLIET COMMUNITY HEALTH CENTER,NAPERVILLE INTEGRATED CARE,765625422,TRACY,L,YANG,5203462367,PEDIATRICS,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202107,202107,,
U3379126594,543952197,JESSICA,,WALLACE,1978-03-08,F,920-576-2328,9975 HIGHLAND CT,,NORTH KEVINMOUTH,IL,62845,PEORIA COMMUNITY HEALTH CENTER,NAPERVILLE COMMUNITY HEALTH CENTER,765625422,CHRISTINA,,BAUER,2283980133,CLINIC,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,DEMOGRAPHICS,0.38723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202312,202312,,
U2148300819,347770811,CYNTHIA,,THOMAS,1975-01-26,F,461-441-7123,4730 HIGHLAND CT,,LISABURY,IL,61007,PEORIA HEALTHCARE GROUP,NAPERVILLE FAMILY MEDICINE,674205363,BETHANY,,MARSHALL,9352109161,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID EXPANSION,OTHER MAJOR CHRONIC-AT RISK,PSYCHOTIC & SCHIZOPHRENIC DISO,1.86336,1,0,0,0,0,0,0,0,0,1,4,0,0,0,202503,202503,,danielhall@example.org
U1601467365,971369746,RYAN,,MCCOY,2004-04-20,M,445-528-6759,3129 LINCOLN WAY,,EMILYSTAD,IL,60616,ROCKFORD MEDICAL GROUP,NAPERVILLE MEDICAL ASSOCIATES,897941701,MICHELLE,A,SMITH,2483829853,FAMILY PRACTICE,2,MEDICAID,SSI NON - DUAL,CHRONIC BIG 5-AT RISK,MOOD DISORDER/DEPRESSION,0.4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,orobbins@example.org
U6746697240,474653486,JOSHUA,,MILLER,2008-12-03,F,959-469-8012,6401 LINCOLN LN,,NELSONCHESTER,IL,62872,SPRINGFIELD PHYSICIANS GROUP,CHICAGO CARE CLINIC,765625422,PAUL,L,ROBERSON,4942666363,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,OTHER MEDICAL,2.31464,1,0,0,0,0,0,0,1,0,2,0,0,0,0,202405,202405,,obecker@example.org
U9870667633,164693602,TERESA,,PEREZ,2002-02-25,F,958-369-3064,7639 MADISON BLVD,,SOUTH MANDYMOUTH,IL,62919,NAPERVILLE SURGICAL SPECIALISTS,ROCKFORD FAMILY MEDICINE,773093742,JAVIER,,BROWN,3108273452,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,NEUROLOGY,0.27558,1,0,0,1,0,0,0,0,0,1,2,0,0,0,202510,202510,,ohowe@example.org
U8456969387,892840026,HANNAH,,COX,2017-02-09,M,356-897-9772,152 RIDGE TER,,PORT AMBERLAND,IL,62817,WAUKEGAN MEDICAL CENTER,PEORIA PRIMARY CARE ASSOCIATES,765625422,AMY,A,NAVARRO,4942666363,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,202511,202511,,
U6216054965,156379889,JOHN,,MATTHEWS,2009-03-18,M,926-507-8507,4915 HIGHLAND TER,,WEST RYAN,IL,62976,AURORA PHYSICIANS GROUP,AURORA PRIMARY CARE ASSOCIATES,773093742,CAROLYN,K,COOPER,9653617583,FAMILY PRACTICE,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202312,202312,,timothywilliams@example.org
U7658329778,754583611,MARGARET,,MASON,2011-02-25,M,981-614-7340,4268 MAIN TER,,JAMESTOWN,IL,62898,JOLIET CARE CLINIC,CHICAGO CARE CLINIC,765625422,JILL,L,ADAMS,2584902642,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,GASTROINTESTINAL,0.47265,1,0,0,0,0,0,0,0,0,0,1,0,0,0,202512,202512,,fflores@example.com
U3435170654,458855138,MARY,,CAMPBELL,2008-08-18,F,236-257-8978,4628 VALLEY BLVD,,GRIFFITHBERG,IL,60672,CICERO HEALTH PARTNERS,NAPERVILLE CARE CLINIC,596828816,JENNIFER,,MELTON,7139169304,PEDIATRICS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,DERMATOLOGY,0.63119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202407,202407,,
U8798657084,562353283,JESSICA,,CLARK,2005-06-24,M,514-994-1023,2188 FOREST AVE,,NEW KAREN,IL,61677,PEORIA INTEGRATED CARE,ROCKFORD FAMILY MEDICINE,369979721,AMY,E,VAZQUEZ,2069220969,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,BEHAVIORAL HEALTH ONLY-STABLE,EYEEARNOSETHROAT,0.51777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,reneelara@example.net
U2252833830,428532150,ALEXANDRA,,RODRIGUEZ,2013-03-05,F,789-293-3525,6451 MICHIGAN AVE,,MATTHEWBERG,IL,62861,SPRINGFIELD SURGICAL SPECIALISTS,CICERO CARE CLINIC,765625422,ROBERT,M,POTTS,5498422313,PEDIATRICS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,GASTROINTESTINAL,1.73143,1,0,0,0,0,0,0,0,0,0,2,0,0,0,202411,202411,,
U2571540575,345831795,STEPHEN,,TODD,2008-09-06,M,589-310-4709,1418 MAPLE DR,,WEST SEANBURGH,IL,60430,NAPERVILLE SURGICAL SPECIALISTS,CHICAGO CARE CLINIC,452480039,SANDRA,,EDWARDS,1039480158,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,DEMOGRAPHICS,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202210,202210,,
U5527572303,327827129,CHARLES,,NUNEZ,2008-04-26,F,582-768-2608,7405 FOREST TER,,NORTH JONATHAN,IL,60674,JOLIET MEDICAL CENTER,WAUKEGAN CARE CLINIC,285045219,LUCAS,,GONZALEZ,6121779616,FAMILY PRACTICE,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,DERMATOLOGY,0.63119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202308,202308,,
U3322455031,775439822,NATHAN,,CARPENTER,2016-01-11,M,577-303-5874,2912 LINCOLN TER,,MCCOYSTAD,IL,61622,NAPERVILLE FAMILY MEDICINE,SPRINGFIELD FAMILY MEDICINE,369979721,GARRETT,,WILSON,7443485770,CLINIC,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,EYEEARNOSETHROAT,0.47265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202211,202211,,tcunningham@example.com
U8928731297,128089033,DWAYNE,,BAKER,2014-03-25,F,298-757-7075,398 WASHINGTON RD,,ASHLEYHAVEN,IL,62895,ROCKFORD HEALTH SERVICES,ELGIN MEDICAL ASSOCIATES,765625422,JOHNNY,S,RASMUSSEN,2968307276,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202403,202403,,
U9404812223,737197998,TIFFANY,,WILSON,2011-05-17,M,837-504-1929,9580 WACKER ST,,TANYABOROUGH,IL,61898,SPRINGFIELD INTEGRATED CARE,WAUKEGAN FAMILY MEDICINE,795664483,STEPHEN,,TODD,3225596922,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,DEMOGRAPHICS,0.99066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U1576210231,128654368,DANA,,MILLER,2008-01-17,M,259-518-9349,5295 HIGHLAND AVE,,PORT ALISHA,IL,62833,SPRINGFIELD HEALTH SERVICES,SPRINGFIELD COMMUNITY HEALTH CENTER,765625422,MARK,,JOHNSON,2928517657,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,NEUROLOGY,2.26335,1,0,0,0,0,0,0,0,0,0,0,1,0,0,202211,202211,,
U7381568252,293543308,NICOLE,,SULLIVAN,2010-09-02,M,819-611-6491,355 MILL TER,,ROGERSSHIRE,IL,61676,SPRINGFIELD MEDICAL CENTER,PEORIA SURGICAL SPECIALISTS,369979721,MELANIE,,SIMPSON,1436168221,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U3565016842,581899040,PATRICK,,DAVIS,2015-07-05,F,645-207-5096,3001 CHURCH DR,,NEW JOANMOUTH,IL,62740,AURORA WELLNESS GROUP,ELGIN MEDICAL ASSOCIATES,765625422,KIMBERLY,W,STEPHENS,4325268558,FAMILY PRACTICE,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202312,202312,,
U5236842854,307169946,TINA,,MONTGOMERY,2011-03-02,F,595-776-7044,2264 FOREST DR,,MORRISONBERG,IL,60452,ROCKFORD SURGICAL SPECIALISTS,NAPERVILLE MEDICAL GROUP,507138208,BRENDA,,JORDAN,5072053197,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202107,202107,,
U6564232145,252327820,CHRISTIAN,,GONZALEZ,1979-08-05,F,477-886-5458,2204 MILL ST,,EAST AMANDABOROUGH,IL,62817,AURORA HEALTHCARE GROUP,ELGIN COMMUNITY HEALTH CENTER,765625422,PAMELA,,FISCHER,3926341176,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,GYNECOLOGY,0.85794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202410,202410,,greengregory@example.com
U8439513692,751234131,SARA,,MORSE,1963-03-08,F,811-521-7190,8559 PARK PL,,DENNISHAVEN,IL,60005,SPRINGFIELD WELLNESS GROUP,SPRINGFIELD INTEGRATED CARE,741306290,DIANA,,NOLAN,3519365444,NURSE PRACTITIONERS,2,MEDICAID,SSI NON - DUAL,NOT YET CATEGORIZED,NOT ASSIGNED,1.02586,0,0,0,0,0,0,0,0,0,2,3,0,0,0,202601,202601,,
U1369595672,106526895,KARA,,CLARK,1937-10-27,F,962-917-8648,5123 SUNSET LN,,BENNETTFORT,IL,60667,NAPERVILLE COMMUNITY HEALTH CENTER,JOLIET HEALTHCARE GROUP,452480039,MAKAYLA,S,JOHNSON,7153066750,FAMILY PRACTICE,2,MEDICAID,SSI NON - DUAL,OTHER MINOR CHRONIC-STABLE,PAIN,0.1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202107,202107,,
U1892852212,535986554,ROBERTO,,LOPEZ,2010-06-19,M,673-569-7038,1567 VALLEY CT,,PATRICKCHESTER,IL,62894,ELGIN HEALTH PARTNERS,ROCKFORD PRIMARY CARE ASSOCIATES,765625422,ROBIN,J,JONES,8078503689,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,PULMONOLOGY,1.74534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202411,202411,,
U9084889657,808499473,ANDREW,,SWEENEY,1976-05-15,M,638-981-2089,1601 LAKE CT,,ROBINSONVILLE,IL,62980,ELGIN WELLNESS GROUP,JOLIET MEDICAL GROUP,765625422,ALEXIS,K,SMITH,4261393417,NURSE PRACTITIONERS,2,MEDICAID,SSI NON - DUAL,OTHER MAJOR CHRONIC-AT RISK,GASTROINTESTINAL,0.66033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202405,202405,,gcurry@example.com
U9870758649,826831729,STEPHANIE,,GRAHAM,2006-04-15,M,364-451-5779,3080 VALLEY LN,,CRYSTALSIDE,IL,61655,ELGIN MEDICAL GROUP,AURORA HEALTHCARE GROUP,369979721,ALEXANDER,,PERRY,2555420584,CLINIC,2,MEDICAID,SSI KIDS,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.68067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U4984747030,916611339,JONATHAN,,ANDERSEN,2018-03-23,F,217-246-2341,5562 MAPLE CT,,DAVIDVILLE,IL,61548,CHICAGO INTEGRATED CARE,CICERO INTEGRATED CARE,369979721,MATTHEW,,RUSSELL,2555420584,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-STABLE,DEMOGRAPHICS,0.94279,0,0,0,1,0,0,0,1,0,0,0,0,0,0,202510,202510,,
U6420850524,822242894,DENISE,,PACHECO,2010-02-23,M,972-914-6371,7048 FOREST DR,,LAURENFURT,IL,61014,CICERO INTEGRATED CARE,NAPERVILLE MEDICAL ASSOCIATES,741306290,DANIEL,,MILES,3902472292,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U7455188110,760410430,NICOLE,,REYES,2008-04-06,F,336-383-1430,2270 RIDGE RD,,CHRISTOPHERTOWN,IL,60680,NAPERVILLE CARE CLINIC,JOLIET COMMUNITY HEALTH CENTER,452480039,MADELINE,,CHAVEZ,1039480158,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,INFECTIOUSDISEASE,0.63119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202307,202307,,fharris@example.com
U6997854631,825813235,MARY,,PARKS,1977-11-20,F,500-225-2466,7313 CLARK CT,,SANDERSSTAD,IL,61639,CHICAGO MEDICAL ASSOCIATES,CHICAGO INTEGRATED CARE,369979721,BRADLEY,,WALLER,1436168221,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MAJOR CHRONIC-AT RISK,SUBSTANCE USE DISORDER,1.90238,1,0,0,0,0,0,0,0,0,0,2,0,0,0,202502,202502,,
U1977507190,384556531,RYAN,,CLARK,1965-01-03,F,565-226-8908,2761 FOREST TER,,WEST SHELLYBERG,IL,60415,CHICAGO COMMUNITY HEALTH CENTER,ROCKFORD COMMUNITY HEALTH CENTER,507138208,JAMES,A,SANCHEZ,9361899704,PEDIATRICS,2,MEDICAID,MEDICAID EXPANSION,HEALTHY-AT RISK,DEMOGRAPHICS,0.38723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202203,202203,,erica54@example.org
U5488980242,854382912,DARREN,,FRITZ,2011-07-05,M,640-368-5428,5420 PARK DR,,PORT KIMBERLYMOUTH,IL,62823,CHICAGO PHYSICIANS GROUP,CICERO FAMILY HEALTHCARE CENTER,765625422,MICHAEL,,ATKINS,9086503313,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,INFECTIOUSDISEASE,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202501,202501,,
U3528462845,852793856,JAMES,,PAUL,1968-01-10,M,374-223-2609,2484 MILL RD,,NEW JEFFREYFURT,IL,62899,JOLIET MEDICAL GROUP,WAUKEGAN INTEGRATED CARE,765625422,MATTHEW,A,GARRETT,2607903103,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-STABLE,HYPERTENSION,0.64405,0,0,0,0,0,0,0,0,0,0,5,0,0,0,202311,202311,,
U1646372516,277678712,JOSE,,ANDERSON,2018-08-17,M,351-963-2789,6064 LAKE BLVD,,JOHNSONFORT,IL,60672,ELGIN HEALTHCARE GROUP,JOLIET FAMILY HEALTHCARE CENTER,452480039,CHRISTINA,E,GARRETT,9687827235,PEDIATRICS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,alexcole@example.org
U6165416733,158529630,KEVIN,,HUGHES,1993-08-22,F,670-339-4038,9833 LINCOLN TER,,KYLECHESTER,IL,61535,WAUKEGAN MEDICAL CENTER,ROCKFORD MEDICAL CENTER,369979721,JENNIFER,B,WILLIAMS,5946194579,OB GYN,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,DERMATOLOGY,0.65309,1,0,0,1,0,0,0,0,0,0,2,0,0,0,202505,202505,,simsluis@example.com
U6989461724,684167255,WILLIE,,MASSEY,2008-07-18,M,243-806-5924,6191 MILL ST,,CHRISTOPHERBURY,IL,61284,CICERO HEALTHCARE GROUP,ROCKFORD FAMILY HEALTHCARE CENTER,674205363,JULIE,N,BARKER,2871097984,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202311,202311,,
U4739113582,627768176,MELISSA,,PEREZ,1983-09-24,M,427-461-3851,8747 LINCOLN LN,,DONNAHAVEN,IL,62985,ROCKFORD HEALTH PARTNERS,JOLIET WELLNESS GROUP,773093742,DANIELLE,,JONES,2028857446,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,DEMOGRAPHICS,0.22278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202402,202402,,edward25@example.org
U5739703068,463098639,JOHN,,WILSON,1969-07-17,M,391-225-9483,4555 RIDGE ST,,LAKE TIMOTHY,IL,61564,CHICAGO COMMUNITY HEALTH CENTER,ELGIN PHYSICIANS GROUP,369979721,SARAH,,SIMPSON,7443485770,CLINIC,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,RHEUMATOLOGY,1.18031,3,0,0,0,1,0,0,0,0,0,7,0,0,0,202502,202502,,greed@example.org
U8298941552,132327908,LAUREN,,DAVIS,2016-08-21,F,340-504-2386,8904 FOREST TER,,NORTH DEANNASIDE,IL,61648,ROCKFORD MEDICAL CENTER,ELGIN MEDICAL GROUP,369979721,NATHAN,,BLANKENSHIP,7443485770,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U1516873656,739965746,NICHOLAS,,WILLIAMS,2008-09-12,M,889-813-9971,9946 WACKER DR,,NORTH CAROL,IL,61694,PEORIA CARE CLINIC,ELGIN WELLNESS GROUP,369979721,NICOLE,,MARSHALL,1436168221,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,BMI: OBESITY,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U4699255059,548891444,THOMAS,,DUNN,1990-10-19,F,869-568-8589,3124 HILL PL,,EAST STEPHANIEPORT,IL,62842,NAPERVILLE HEALTH PARTNERS,CHICAGO FAMILY HEALTHCARE CENTER,765625422,EMILY,B,THOMAS,5688829261,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-AT RISK,PAIN,1.52996,1,0,0,1,0,0,0,0,0,0,6,0,0,0,202408,202408,,nsoto@example.com
U1909619773,368157825,KATHLEEN,,MOORE,2013-12-27,F,666-944-9389,5335 SUNSET WAY,,ANTHONYFURT,IL,60041,ELGIN CARE CLINIC,PEORIA SURGICAL SPECIALISTS,741306290,JUAN,,MATA,3491158314,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,ENDOCRINOLOGY,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U7847855668,382920881,SAMUEL,,GARCIA,2017-12-13,M,686-416-5731,1747 RIVER BLVD,,WEST AMANDA,IL,61590,WAUKEGAN FAMILY HEALTHCARE CENTER,ROCKFORD PHYSICIANS GROUP,369979721,PHILIP,,RANDALL,1436168221,CLINIC,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-AT RISK,NEUROLOGY,4.03981,0,0,0,0,0,0,0,0,0,1,2,0,0,0,202505,202505,,
U6846040315,114674608,JULIE,,BROWN,2009-05-17,M,313-885-4923,734 MADISON LN,,JOSESHIRE,IL,60067,JOLIET PRIMARY CARE ASSOCIATES,NAPERVILLE MEDICAL CENTER,596828816,TAYLOR,,WILLIAMS,8630679207,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,OTHER MEDICAL,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202504,202504,,baileymcintosh@example.org
U6020696872,910652264,KIMBERLY,,MILLER,2014-07-06,F,656-352-4406,3819 LINCOLN RD,,PORT MICHAELMOUTH,IL,61611,JOLIET PHYSICIANS GROUP,PEORIA SURGICAL SPECIALISTS,369979721,MARIA,,ROACH,7443485770,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.45349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
U2209481515,920735210,JOSHUA,,COLE,1987-09-28,F,240-934-8486,922 MILL WAY,,LAKE MELISSAFORT,IL,62814,AURORA PRIMARY CARE ASSOCIATES,WAUKEGAN FAMILY MEDICINE,765625422,JASMINE,,RUIZ,6917036649,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-AT RISK,PAIN,0.26486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202311,202311,,
U4625235041,424846530,EMILY,,GUZMAN,2017-08-05,F,431-522-9077,8260 WASHINGTON TER,,JOHNTON,IL,62942,ROCKFORD HEALTH PARTNERS,ROCKFORD WELLNESS GROUP,773093742,BRYAN,W,DIAZ,7035575217,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202307,202307,,
U7739970275,404817879,CASSANDRA,,PERKINS,2015-01-07,F,301-852-4472,4037 WACKER PL,,NORTH CHRISTIE,IL,60488,NAPERVILLE CARE CLINIC,AURORA HEALTH SERVICES,507138208,GREGORY,,MILLER,5072053197,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202304,202304,,
U4739125136,863951928,RENEE,,STEWART,2000-02-20,F,599-953-2125,3495 MADISON TER,,EAST ANDREWBURY,IL,62980,CHICAGO MEDICAL GROUP,PEORIA HEALTH PARTNERS,773093742,HANNAH,,MIDDLETON,3861342447,CLINIC,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,INFECTIOUSDISEASE,2.04725,1,0,0,0,0,0,0,0,0,0,2,0,0,0,202512,202512,,zwall@example.org
U3352672683,811638782,ERIKA,,MORSE,2017-06-27,M,713-655-8640,9154 STATE DR,,ZACHARYBOROUGH,IL,60616,SPRINGFIELD HEALTHCARE GROUP,SPRINGFIELD CARE CLINIC,596828816,CARL,G,MILLER,7912871404,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,INFECTIOUSDISEASE,0.47265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202502,202502,,
U3298381391,776391152,JOSEPH,,WRIGHT,1989-05-04,F,460-791-9148,5317 MAIN LN,,EAST KEVIN,IL,60400,ELGIN INTEGRATED CARE,PEORIA HEALTH SERVICES,452480039,JENNIFER,M,BELL,7801508130,OB GYN,2,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,NOT ASSIGNED,0.26486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,catherineparks@example.net
U7715461295,838952944,RICHARD,,COOK,2011-10-14,F,726-806-6895,5535 PARK ST,,LEELAND,IL,62917,ELGIN FAMILY MEDICINE,JOLIET HEALTHCARE GROUP,773093742,VANESSA,,MONTGOMERY,1085712699,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202409,202409,,
U7993791441,660361141,ANDREW,,RODRIGUEZ,2016-07-13,F,413-961-6955,316 WASHINGTON DR,,KIMBERLYBURGH,IL,61863,CHICAGO PRIMARY CARE ASSOCIATES,CICERO HEALTH PARTNERS,452480039,KRISTI,,MARTINEZ,1039480158,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,stevensonmichael@example.com
U4108579035,552957098,ROBERT,,WADE,2008-05-12,M,366-528-9741,3184 MAIN BLVD,,EAST ANGELACHESTER,IL,62933,CICERO PRIMARY CARE ASSOCIATES,ELGIN HEALTH SERVICES,765625422,MARK,,EVANS,9086503313,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,1.74534,0,0,0,0,0,0,0,1,0,1,1,0,0,0,202601,202601,,dustin07@example.com
